2 ﻿Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
14633 magazine rack,White,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,White,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_0,3_0,1032,YwKrn7FGMKwMwExid
14634 magazine rack,White,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,White,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_1,3_1,1032,m7ch8eZpMXxCY3MaX
14635 magazine rack,White,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,White,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_2,3_2,1032,gy8kzDa7L6PfLe8AP
14636 magazine rack,White,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_3,3_3,1032,YEFjnGNwLxwmsNjWP
14637 magazine rack,White,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_4,3_4,1032,GgZHrgqNjKrXWBbwL
14638 magazine rack,White,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,White,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_5,3_5,1032,2TXtK6DHHxQhkjbo6
14639 magazine rack,White,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_6,3_6,1032,cAjvMHvW4c8PK5uK3
14640 magazine rack,Black,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_0,4_0,1032,MMQYWZE4vumyicqno
14641 magazine rack,Black,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_1,4_1,1032,MCZixi2pmuCTK55tN
14642 magazine rack,Black,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_2,4_2,1032,ecZ3uBeePiyBHWYDL
14643 magazine rack,Black,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_3,4_3,1032,ntTkhsWfyszuLkLbj
14644 magazine rack,Black,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_4,4_4,1032,H6QSHEmRWD93xCujc
14645 magazine rack,Black,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_5,4_5,1032,WYbaMaw9Tm4yFhwpc
14646 magazine rack,Black,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_6,4_6,1032,zG9eiiLZzXGy3tKDR
14647 magazine rack,Yellow,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_0,5_0,1032,N4SG9pJnkm2KBTnKx
14648 magazine rack,Yellow,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_1,5_1,1032,oA6c5LAJ73cuYC87W
14649 magazine rack,Yellow,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_2,5_2,1032,cwce7jyNMc2CFbu35
14650 magazine rack,Yellow,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_3,5_3,1032,yme5Z3XPkJv7TvJsz
14651 magazine rack,Yellow,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_4,5_4,1032,WF5tYquqZy5Hx6f7n
14652 magazine rack,Yellow,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_5,5_5,1032,62v6SkTEGPfeWpzq7
14653 magazine rack,Yellow,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_6,5_6,1032,uyK2Tg3gBi3Jt3AC5
14654 magazine rack,Green,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_0,6_0,1032,DGbGviG8fssfzSjjn
14655 magazine rack,Green,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_1,6_1,1032,F4nMdFpzuYh6JHNXu
14656 magazine rack,Green,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_2,6_2,1032,ZtBDo9gESFZcmfaSZ
14657 magazine rack,Green,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_3,6_3,1032,65dPnTZCY2Midu9tC
14658 magazine rack,Green,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_4,6_4,1032,upqpxn4suyZyPfriq
14659 magazine rack,Green,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_5,6_5,1032,jp4kckYEpdyDHAmZ6
14660 magazine rack,Green,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_6,6_6,1032,B8hREdy54zwtRELs3
14661 magazine rack,Red,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_0,7_0,1032,cQiL3sjm6HejBp6jr
14662 magazine rack,Red,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_1,7_1,1032,MmrStrkiQibWyaTFF
14663 magazine rack,Red,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_2,7_2,1032,2oDKdjPx9etaYKLXq
14664 magazine rack,Red,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_3,7_3,1032,wBmLvSuR9ipfXcczE
14665 magazine rack,Red,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_4,7_4,1032,7E3e4zxpKeaZNsttz
14666 magazine rack,Red,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_5,7_5,1032,3WZCA5yt8MBxQRXv6
14667 magazine rack,Red,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_6,7_6,1032,EW33qjFJ2iyrjbNXX
14668 magic kit,Red,NA,NA,NA,No,No,No,NA,980,245,Black,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrMagicset_Remake_0_0,0_0,4392,eL3Tsbu3wP6HbRyya
14669 magic kit,Blue,NA,NA,NA,No,No,No,NA,980,245,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrMagicset_Remake_1_0,1_0,4392,AC7RRQhviks5j7rBd
14670 mahi-mahi model,NA,NA,NA,NA,No,No,No,NA,NFS,18000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishShiiraToy,NA,7014,Daq8bZwS56nqzef9w
14671 man-faced stink bug model,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Black,Orange,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectJinmenkamemushiToy,NA,7116,NpZjkGcav7Rmp2C3C
14672 mantis model,NA,NA,NA,NA,No,No,No,NA,NFS,1290,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKamakiriToy,NA,7068,TrAWLhDAyZtX9WKhp
14673 matryoshka,Red,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Red,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_0_0,0_0,1652,3z54fyJ3zLqHi6AHK
14674 matryoshka,Yellow,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Yellow,White,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_1_0,1_0,1652,2xXpsWapS5k9w4Swe
14675 matryoshka,Blue,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Blue,Light blue,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_2_0,2_0,1652,J3y9wjPRmZLkDxd2i
14676 matryoshka,Brown,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Brown,Beige,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_3_0,3_0,1652,P5aS7ieCEWfbWgmsP
14677 matryoshka,Green,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Green,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_4_0,4_0,1652,r7PyYPYEc6YRfLHN4
14678 metal can,NA,NA,NA,NA,No,No,No,NA,600,150,Gray,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,garage,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrIttocan,NA,7262,qs82ddEhZnHPBiKhA
14679 metronome,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_0_0,0_0,1042,KkzpcffFjKfiejhYa
14680 metronome,Cream,NA,NA,NA,No,No,No,NA,1300,325,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_1_0,1_0,1042,nSWPuKrRQstBhY8hn
14681 metronome,Blue,NA,NA,NA,No,No,No,NA,1300,325,Blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_2_0,2_0,1042,NNdNGDxNtfwtsy7Wx
14682 metronome,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_3_0,3_0,1042,7JaPzzKuyubzF5u5j
14683 metronome,Brown,NA,NA,NA,No,No,No,NA,1300,325,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_4_0,4_0,1042,r49zR8igZmhGWfbM3
14684 microscope,White,NA,NA,NA,No,No,No,NA,3100,775,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,No,Does not play music,No lighting,For sale,FtrMicroscope_Remake_0_0,0_0,1319,2bh4eZPcmFcDbuboB
14685 microscope,Silver,NA,NA,NA,No,No,No,NA,3100,775,Gray,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,No,Does not play music,No lighting,For sale,FtrMicroscope_Remake_1_0,1_0,1319,KuQEi8KfN9NC9u7ri
14686 microscope,Black,NA,NA,NA,No,No,No,NA,3100,775,Black,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,No,Does not play music,No lighting,For sale,FtrMicroscope_Remake_2_0,2_0,1319,xBWBSrc4Gfuxbhtnm
14687 microwave,White,NA,NA,NA,No,No,No,NA,3000,750,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMicrowave_Remake_0_0,0_0,1043,DxKFu9TWtR7LEPqri
14688 microwave,Black,NA,NA,NA,No,No,No,NA,3000,750,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMicrowave_Remake_1_0,1_0,1043,xvQCy7v62sK5vEDLg
14689 microwave,Red,NA,NA,NA,No,No,No,NA,3000,750,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMicrowave_Remake_2_0,2_0,1043,YYah8Ptsgaa6D6uAb
14690 microwave,Green,NA,NA,NA,No,No,No,NA,3000,750,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMicrowave_Remake_3_0,3_0,1043,puchZntzSHe9Zr3Sd
14691 migratory locust model,NA,NA,NA,NA,No,No,No,NA,NFS,1800,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectTonosamabattaToy,NA,7103,gMiihmJngqunEKW86
14692 mini-cactus set,NA,NA,NA,NA,No,No,No,NA,400,100,Green,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrCactusesMini,NA,4123,8b5wuQtiQcBd8uxsa
14693 mitten crab model,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishSyanhaiganiToy,NA,7019,cTAZtg8MzbFFbEHFN
14694 mixer,Tomatoes,NA,NA,NA,No,No,No,NA,1400,350,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_0_0,0_0,1050,ynbwa4cYLx3HDvyx7
14695 mixer,Green smoothie,NA,NA,NA,No,No,No,NA,1400,350,Black,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_1_0,1_0,1050,besqQdHZJv2QkguWA
14696 mixer,Carrots,NA,NA,NA,No,No,No,NA,1400,350,Gray,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_2_0,2_0,1050,KD4AWsSniLR67P5sn
14697 mixer,Oranges,NA,NA,NA,No,No,No,NA,1400,350,Orange,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_3_0,3_0,1050,FuZSto5FtpvTJDksE
14698 mixer,Blueberries,NA,NA,NA,No,No,No,NA,1400,350,Green,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_4_0,4_0,1050,yQzhKzgsNpmgCLy6u
14699 mixer,Bananas,NA,NA,NA,No,No,No,NA,1400,350,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_5_0,5_0,1050,e8wF3FuLxR5LKRqTo
14700 mixer,Strawberries,NA,NA,NA,No,No,No,NA,1400,350,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_6_0,6_0,1050,Em56xYRxtAZF2w8mX
14701 mixer,Kiwifruit,NA,NA,NA,No,No,No,NA,1400,350,Light blue,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_7_0,7_0,1050,TEDvYqvNyt6GJQW9B
14702 miyama stag model,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectMiyamakuwagataToy,NA,7083,CH4hXPpAP3bXWcPEH
14703 modeling clay,Beginning stages,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_0_0,0_0,7258,c9StuHHdFeaEvNx7v
14704 modeling clay,Dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_1_0,1_0,7258,FC66CbJZ6sGhmd2Zw
14705 modeling clay,Cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Yellow,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_2_0,2_0,7258,TquhR2AAz4NG7S8xJ
14706 modeling clay,Colorful dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Green,Light blue,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_3_0,3_0,7258,jGpauzsYFogScKq9a
14707 modeling clay,Colorful cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Pink,Colorful,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_4_0,4_0,7258,qSpEuZ6saC9GWcJrX
14708 modeling clay,Clay dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_5_0,5_0,7258,DwtZZENfBRnSCiXYQ
14709 modeling clay,Clay cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Beige,Brown,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_6_0,6_0,7258,v3K2dKwSwB6Ly2JJh
14710 mole cricket model,NA,NA,NA,NA,No,No,No,NA,NFS,1500,Brown,Brown,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectOkeraToy,NA,7089,KFzaKycxuL8n3qTBv
14711 Mom's candle set,Cubes,Design,NA,NA,No,Yes,No,1,NFS,88,Colorful,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_0_0,0_0,7143,FYgk8cTo2QgJXfho8
14712 Mom's candle set,Elegant flowers,Design,NA,NA,No,Yes,No,1,NFS,88,White,Colorful,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_1_0,1_0,7143,rhbZpNiqSxQFYFjET
14713 Mom's candle set,Chic flowers,Design,NA,NA,No,Yes,No,1,NFS,88,White,Beige,1x1,Mom,,1.0.0,living room,fancy,motherly,None,Yes,Lamp,No,Does not play music,Candle,Not for sale,FtrMomCandle_Remake_2_0,2_0,7143,qniYFuKddXD6qMWsE
